tweet,attachement,analysis,created_at,id,text,source,name,username,location,verified,description,profile_image_url,retweets,likes,attachments,replies
I need to smoke. #weed. #stressed.,[],"[{'reply': '@Cuz_I_Was_High Bet', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@FranoisLaporte Thanks man', 'classification': '{""prediction"":""Positive"",""Probability"":""0.25""}'}, {'reply': '@Cuz_I_Was_High Text liljah58 on IG they’re reliable', 'classification': '{""prediction"":""Positive"",""Probability"":""0.27""}'}, {'reply': '@Cuz_I_Was_High Am in ma room weeding and feeling like the most high', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Cuz_I_Was_High https://t.co/IOVnyMMz05', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@Cuz_I_Was_High Dm directly or Snapchat:@brettalvine', 'classification': '{""prediction"":""Positive"",""Probability"":""0.02""}'}, {'reply': '@Cuz_I_Was_High https://t.co/qDR69aLvgl', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}]",,,,,,,,,,,,,,
I just wanna be able to write my articles again. Can you go read my stuff and validate me until I stop working 24/7? Link in profile.  #WritingCommunity #writers #blog #blogging #politics #political #writerslift #stressed #mediumwriters #writersoftwitter,[],"[{'reply': '@colinhwray How can we address gun violence in America? Would Jesus approve of the National Rifle Association? Link below 👇\n\n#GunControlNow #GunViolencePrevention #ProtectingOurKidsAct #BanAssaultWeaponsNow #MarchForOurLivesJune11 #EndGunViolence #MarchForOurLives\n\nhttps://t.co/u5Ed7xs9q8', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.14""}'}]",,,,,,,,,,,,,,
I really wish this headache would fuck off ! Ugh 😩 #stressed https://t.co/iYVBvyCiBI,['None - 480x480 - Alt: None'],"[{'reply': '@Carmel311710 ❤️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@daveyb0072 Thanks Dave', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': ""@Carmel311710 Take csre Carmel, I hope life calms down for you soon, get some sleep,I'm hoping you feel better quickly!"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Carmel311710 Thanks, you too.', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@donnahot4Gaz Hope you feel better soon Donna', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@daveyb0072 Not too often thankfully, just had a few stressful things here to deal with so I wasn’t sleeping which had me tired and brought on the headaches. Few good nights and I’ll be fine , thanks Dave 🤗', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Carmel311710 Sorry to hear Carmel do you get them often?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.28""}'}, {'reply': '@Carmel311710 I’ve had one too. Think it’s partly sinus issues from allergies…', 'classification': '{""prediction"":""Positive"",""Probability"":""0.36""}'}, {'reply': '@Carmel311710 You too', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@JeffFarkas10 Thanks Jeff , I won’t be on here much today either until this headache packs it’s bags lol , have a great day 🤗', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]",,,,,,,,,,,,,,
Please help @notonthehighst I ordered an item 31/5 expected 4/6 no sign of it and no reply from the seller @suzieleeknits #stressed #chisteninggift https://t.co/W1E14uC83F,['None - 398x498 - Alt: None'],"[{'reply': '@ChelBowPhill @notonthehighst @suzieleeknits Hello Chel, thank you for getting in touch. I am sorry to hear that you have yet to receive your order. Please send us a direct message or email us at info@notonthehighstreet.com stating your order number and we can look into this further for you. Best wishes, Fiona', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]",,,,,,,,,,,,,,
"Viewing A Romantic Partner’s Picture Reduces Stress.

#psychologyfact #stressed #mindsjournal #themindsjournal https://t.co/cUyhLRDxfM",['https://pbs.twimg.com/media/FU4iCPuUsAAjaL2.png - 700x700 - Alt: None'],"[{'reply': ""@AnikaTHoque @TheMindsJournal But SRK is not her romantic partner. He is gauri khan's."", 'classification': '{""prediction"":""Negative"",""Probability"":""0.28""}'}, {'reply': '@TheMindsJournal @iFarinablog_30', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@TheMindsJournal Is this how you feel about Shahrukh Khan?', 'classification': '{""prediction"":""Positive"",""Probability"":""0.17""}'}]",,,,,,,,,,,,,,
Healing Music with Beautiful Landscapes - 528 Hz Music https://t.co/zT8pXuHkvq #calm #relaxing #meditation #CALM #relaxation #sleep #Vegan #nature  #NaturePhotography #yoga #InSomnia #stress #stressrelief #stressed https://t.co/oZmKdAd255,['None - 2160x2160 - Alt: None'],"[{'reply': '@TreeOfLife_Vid Instant follow back\n👉 @21Mayking 💯', 'classification': '{""prediction"":""Positive"",""Probability"":""0.31""}'}, {'reply': '@TreeOfLife_Vid @navsurani', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@TreeOfLife_Vid @JaphetZuma', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]",,,,,,,,,,,,,,
"Trying to figure out where to travel to and when, considering I have to change an Easyjet flight I have booked.
Any suggestions? Unfortunately Easyjet only flies to a few places from Madrid, so I am between London (Gatwick), Liverpool or Edinburgh again. #stressed #onlyhave2weeks",[],"[{'reply': ""@lismichelle Well... I feel like I need to go to Madrid so I can join you on any trip! :) lol I love London, it's always fun to visit! I haven't been to the other 2 :( but want to visit them soooo bad!!!"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]",,,,,,,,,,,,,,
"Former #Brazilian #President #stressed that the #Palestinian #people have the #right to #live in a ""#free and #sovereign #state"", 

#Palestine 
#USOfficeofPalestinianAffairs https://t.co/Ysu3yEPowD",[],"[{'reply': ""adding that he will #work to reestablish the #leading role of Brazilian #ForeignPolicy  in the #mediation of #conflicts and of #peoples' #right to #defend themselves."", 'classification': '{""prediction"":""Positive"",""Probability"":""0.37""}'}]",,,,,,,,,,,,,,
#STRESSED ! Wish me luck. https://t.co/vsEpnuLlbT,['https://pbs.twimg.com/media/FU9VF6KXwAANnPi.jpg - 2048x1146 - Alt: None'],"[{'reply': '@MooniMondschein Thank you mooniiiii ♥️🥰', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@patpranbestbfs Thank youuu 🥺🥰', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}, {'reply': '@MrsKorapat 🤟🏼😉 https://t.co/wnUDs9r2S9', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': '@MrsKorapat Good luck Mel u can do it and u are sooo pretty 😳', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}]",,,,,,,,,,,,,,
"@HDFCBank_Cares @HDFC_Bank #stressed #hdfcbank #note #timewast #credit not able to use this what kind of service is this tell me how it is possible we pay card fee qe do all hut while serving us the #CustomerService 
No proper response #emails but no response from your end https://t.co/VyeS1CXUhM","['https://pbs.twimg.com/media/FU8LHhtaIAAGVyI.jpg - 2048x945 - Alt: None', 'https://pbs.twimg.com/media/FU8LH_-akAAu9FL.jpg - 2048x945 - Alt: None']","[{'reply': '@HDFCBank_Cares More then 12 hours over u have not solved the issue', 'classification': '{""prediction"":""Positive"",""Probability"":""0.24""}'}, {'reply': ""@HDFCBank_Cares Still the same from different browser also sane what kind of service is this i don't understand @HDFC_Bank @HDFCLIFE https://t.co/SlYSc9T4ed"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.03""}'}, {'reply': '@HDFCBank_Cares I did the same more than 5 times but same issue showing', 'classification': '{""prediction"":""Positive"",""Probability"":""0.21""}'}, {'reply': '@AbhiBeardoo Hi, we regret for any inconvenience caused. We note that insta card is not working. We request you to clear the temporary files, cookies and cache files and try again. Also, we suggest you to try in different browsers. -Varun', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@HDFCBank_Cares I have not got any updates from your end @HDFC_Bank @HDFCLIFE @hdfcsec', 'classification': '{""prediction"":""Positive"",""Probability"":""0.40""}'}, {'reply': '@HDFCBank_Cares More how much time kindly let me know', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@AbhiBeardoo Hi, thank you for sharing the details. I will ensure that it is taken up promptly. -Varun', 'classification': '{""prediction"":""Positive"",""Probability"":""0.44""}'}, {'reply': '@HDFCBank_Cares I have Send you in DM kindly check', 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}, {'reply': '@AbhiBeardoo the details on Public Forum and only in the DM. -Manoj https://t.co/dQJRt1zIHU', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.18""}'}, {'reply': ""@AbhiBeardoo Hi, we'll certainly look into this for you. Kindly DM us the Card Application No., along with the mobile number &amp; email ID for further assistance. All the details you provide will remain confidential and only be visible to HDFC Bank Admin. Also, we would request you to not post"", 'classification': '{""prediction"":""Positive"",""Probability"":""0.01""}'}]",,,,,,,,,,,,,,
Relaxing Sleep Music with Rain Sounds HD&gt;&gt; https://t.co/tjRIlmKhzd #rain #CALM #relaxation #sleep #Vegan #nature  #NaturePhotography #yoga #InSomnia #stress #stressrelief #stressed #stressmanagement #forest #forests @VeganFollowers @GainWithSam #water https://t.co/PVlId7G8Np,['None - 2160x3840 - Alt: None'],"[{'reply': '🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴🌴', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]",,,,,,,,,,,,,,
Worst thing about losing an IG 4 me is the looooong list of potential models that i lose in the process😩 #STRESSED,[],"[{'reply': '@TheDestinysToes @wgtfent @Footacular1 This is why I keep screenshots &amp; use the notes app ☝🏾', 'classification': '{""prediction"":""Neutral"",""Probability"":""0.30""}'}, {'reply': '@wgtfent @Footacular1 We got violated wayyy too many times for really dumb shit after that we just decided a Twitter it is', 'classification': '{""prediction"":""Negative"",""Probability"":""0.30""}'}, {'reply': '@TheDestinysToes @Footacular1 I’m never gonna put my all into IG like back in the day but i don’t think i could fully dead the platform. It’s just too popular 😩', 'classification': '{""prediction"":""Positive"",""Probability"":""0.00""}'}, {'reply': '@Footacular1 @wgtfent Amen! We started late w twitter and lost IG THREE TIMES!', 'classification': '{""prediction"":""Negative"",""Probability"":""0.29""}'}, {'reply': '@wgtfent Yea! Everyone just don’t fuck wit Twitter like that. But I can’t play those IG games no more 🤦🏽\u200d♂️', 'classification': '{""prediction"":""Negative"",""Probability"":""0.43""}'}]",,,,,,,,,,,,,,
i am #stressed besties,[],"[{'reply': '@vincentsIove WHY‼️', 'classification': '{""prediction"":""Positive"",""Probability"":""0.34""}'}]",,,,,,,,,,,,,,
